category,subcategory,name,description,url,price,image
Wire and Cable,Cable Assembly USB,"StarTech 3ft USB 3.0 Type-A to Micro-B Cable, Molded, Black, USB3.0MB3CM","This cable is a 3ft USB 3.0 Type-A to Micro-B cable, designed for high-speed data transfer and charging applications. It features a molded design for added durability and is compliant with the USB 3.0 specification, supporting speeds up to 5Gbps. The cable is rated for 5V, 2.4A maximum current and operates within a temperature range of -20°C to 80°C. This cable is ideal for use in mobile device charging and data transfer applications. It has a black PVC jacket and is available in a compact, easy-to-use package. Key specs: 3ft, USB 3.0, Type-A to Micro-B, 5V, 2.4A, -20°C to 80°C.",https://www.arrow.com/en/products/cable_assembly_usb_usb3_mic_3f_syn,20.58,/images/Cable_Assembly_USB_USB3_MIC_3F_SYN.jpg
Data Storage,USB Flash Drives,"ADATA 64GB USB-C Metal Flash Drive, High-Speed Storage SYN-6381U","The ADATA 64GB USB-C Metal Flash Drive is a high-speed storage device that provides fast data transfer speeds of up to 5Gbps and features a durable metal casing for added protection, it operates at a voltage of 5V and a current of 100mA with a temperature range of 0 to 40°C, ideal for applications such as secure data storage and content creation, this flash drive is also compatible with both Windows and Mac operating systems and has a compact size of 64.8mm x 20.6mm x 8.8mm Key specs: 64GB, USB-C, 5Gbps, 5V, 100mA.",https://www.arrow.com/en/products/usb_flash_drives_asyn6381u,107.99,/images/USB_Flash_Drives_ASYN6381U.jpg
Displays,LCD Monitors,"Winmate 15-Inch SXGA Industrial Panel Monitor, 4:3 Aspect, 1024x768, 450cd/m2","The Winmate WM-1553-IPM-SXGA-SYN is a 15-inch industrial panel monitor with a 4:3 aspect ratio and SXGA resolution of 1024x768 pixels, featuring a high brightness of 450cd/m2, a contrast ratio of 700:1, and a response time of 16ms, suitable for industrial control and automation applications, operating within a temperature range of -20°C to 60°C and a voltage range of 12-24V DC, housed in a rugged metal chassis with IP65 protection and VESA mounting holes Key specs: 15-inch, SXGA, 1024x768, 450cd/m2, 4:3 aspect ratio, IP65 protection.",https://www.arrow.com/en/products/lcd_monitors_wm_1553_ipm_sxga_syn,644.99,/images/LCD_Monitors_WM_1553_IPM_SXGA_SYN.jpg
Computer Products,Printers,HP Color LaserJet Pro M182 Multifunction Printer with Wireless Printing,"The HP Color LaserJet Pro M182 is a color laser all-in-one printer that offers crisp and vibrant prints at speeds of up to 18 pages per minute. Operating at a voltage of 120V and consuming a maximum current of 1.2A, this printer has a standby power consumption of 1.8W. The recommended operating temperature range is between 50°F and 86°F. Ideal for use in small to medium-sized offices, this printer also supports wireless printing for added convenience. The printer is compact, measuring 16.5 x 14.5 x 10 inches and weighing 24.3 pounds. Key specs: Color Laser, All-in-One, Wireless Printing, 120V, 1.2A, 18 ppm.",https://www.arrow.com/en/products/printers_j4s29a_syn,923.92,/images/Printers_J4S29A_SYN.jpg
RF and Microwave,Antennas,Pulse Electronics LTE MIMO 4G Puck Antenna for IoT & M2M Applications,"This is a compact LTE MIMO puck antenna from Pulse Electronics, designed to provide high-performance 4G wireless connectivity for IoT and M2M applications. Operating at a frequency range of 698-960 MHz and 1710-2690 MHz, it supports MIMO technology for improved data throughput. The antenna features an impedance of 50 ohms, a gain of 3 dBi, and a VSWR of 2:1. It is suitable for use in industrial automation, smart metering, and other applications requiring reliable wireless connectivity. The antenna is housed in a durable IP67-rated enclosure, measuring 57 x 57 x 16 mm. Key specs: 698-960 MHz, 1710-2690 MHz, 50 ohms impedance, 3 dBi gain, MIMO, IP67-rated.",https://www.arrow.com/en/products/antennas_w4613_syn,9.19,/images/Antennas_W4613_SYN.jpg
Batteries and Accessories,Batteries,"Panasonic 18650 Lithium-Ion 3000mAh Rechargeable Battery Cell, 3.7V, 20A Continuous Discharge","Panasonic 18650 lithium-ion battery cell with 3000mAh capacity, 3.7V nominal voltage and 20A continuous discharge current. Operating temperature range is -20 to 60 degrees Celsius. Suitable for high-drain applications such as power tools, e-bikes, and robotic systems. The battery features a protection circuit to prevent overcharge and over-discharge. The battery is a standard 18650 cylindrical shape with 18mm diameter and 65mm length. Key specs: 3000mAh, 3.7V, 20A continuous discharge, -20 to 60 degrees Celsius operating range.",https://www.arrow.com/en/products/batteries_pb18650_3000syn,36.74,/images/Batteries_PB18650_3000SYN.jpg
RF and Microwave,Bluetooth,STMicroelectronics BLE 5.3 Module with PCB Antenna STM32WB55XG-YN29F3,"The STM32WB55XG-YN29F3 is a Bluetooth Low Energy 5.3 module with a PCB antenna, designed for use in a wide range of applications including IoT devices, wearable devices, and smart home appliances. It operates at a frequency of 2.4GHz and has a transmit power of up to 8dBm. The module is powered by a 1.8V to 3.6V DC supply and has a maximum current consumption of 10mA. It is packaged in a compact 18.5mm x 12.5mm x 2.5mm form factor. The module is also FCC, CE, and KC certified. Key specs: 2.4GHz, 8dBm, 1.8-3.6V, 10mA, BLE 5.3.",https://www.arrow.com/en/products/bluetooth_stmwb55syn_10_000,9.95,/images/Bluetooth_STMWB55SYN_10_000.jpg
Test and Measurement,Thermal Imagers,"Seek Thermal CompactXR Drone-Mount Radiometric Camera, 320x240 pixels, -20°C to 150°C","The Seek Thermal CompactXR is a highly sensitive, drone-mountable radiometric camera designed for industrial, commercial, and public safety applications. This camera features 320x240 pixels, a temperature range of -20°C to 150°C, and a 9Hz frame rate. The module operates at 5V DC with a current draw of 500mA and weighs 13g. The CompactXR is ideal for applications such as aerial thermography, search and rescue, and industrial inspection. The camera comes in a compact, weather-sealed form-factor with a standard M12 lens mount. Key specs: 320x240 pixels, -20°C to 150°C, 9Hz frame rate, 5V DC, 500mA.",https://www.arrow.com/en/products/thermal_imagers_st_cmpctr_syn1a,765.49,/images/Thermal_Imagers_ST_CMPCTR_SYN1A.jpg
Power Supplies,External Plug-In Adapters,"Mean Well 9V 850mA Center-Negative Adapter, SW-8-09N","The Mean Well SW-8-09N is a center-negative 9V 850mA external plug-in adapter, designed to deliver reliable power to a wide range of applications. The adapter operates within a universal AC input range of 100-240V and features a high efficiency of 82% with an output tolerance of ±5%. It has a switching frequency of 50kHz, a maximum ambient operating temperature of 40°C, and meets safety standards including UL, ETL, and CCC. Typical applications include powering test and measurement equipment, LED lighting, and low-power industrial devices. The adapter has a compact form factor with a length of 4.8 inches and a weight of 7.6 ounces. Key specs: 9V, 850mA, ±5% tolerance, center-negative.",https://www.arrow.com/en/products/external_plug_in_adapters_mw_sw8_09n_syn,36.19,/images/External_Plug_In_Adapters_MW_SW8_09N_SYN.jpg
Wire and Cable,Cable Assembly AC Power,"Qualtek Hospital-Grade Green-Dot Cord, 15A 125V 5ft NEMA 5-15P to IEC320 C13","The Qualtek QT-HGC-5-15-125-SYN is a 5ft hospital-grade AC power cord assembly with a NEMA 5-15P plug to IEC320 C13 connector, rated for 15A and 125V. This cord meets the stringent requirements of the medical industry, with a high-temperature rating of 105°C and a minimum bend radius of 5 times the cable diameter. It is designed for use in medical devices, patient monitoring equipment, and other healthcare applications where safety and reliability are paramount. The cord is also suitable for use in commercial and industrial settings where a high level of safety is required. The unit is packaged as a single, pre-assembled cord with a molded plug and receptacle. Key specs: 15A, 125V, 5ft, NEMA 5-15P to IEC320 C13, 105°C temperature rated.",https://www.arrow.com/en/products/cable_assembly_ac_power_qt_hgc_5_15_125_syn,16.17,/images/Cable_Assembly_AC_Power_QT_HGC_5_15_125_SYN.jpg
Wire and Cable,Cable Assembly USB,"Anker Right-Angle USB-C Cable, 3A, 3M, Nylon Braided","The Anker Right-Angle USB-C Cable is a 3-meter long, 3A rated cable designed for reliable and high-speed data transfer and power delivery. With a nylon braided outer jacket, this cable is durable and resistant to tangling and wear. It supports USB 2.0 with a bandwidth of up to 480 Mbps and is backward compatible with USB 1.1. Typical applications include connecting smartphones, tablets, and laptops to computers or wall chargers. The right-angle design allows for easy connectivity in tight spaces, making it ideal for use with wall-mounted devices or in vehicle installations. The cable is shipped in a compact, resealable package. Key specs: 3A, 3M, USB 2.0, 480 Mbps, Nylon Braided.",https://www.arrow.com/en/products/cable_assembly_usb_ank_u2c_3a_syn,39.49,/images/Cable_Assembly_USB_ANK_U2C_3A_SYN.jpg
Test and Measurement,Thermal Imagers,FLIR Vue 640 336x256 30Hz Drone Thermal Camera A-Series-SYN,"The FLIR Vue 640 336x256 30Hz Drone Thermal Camera A-Series-SYN is a high-resolution radiometric camera for drone-based thermal imaging applications, featuring a 336x256 resolution, 30Hz frame rate, and accurate temperature measurements between -40°C to 150°C. Operating within a voltage range of 4.5V to 5.5V, the camera draws a maximum current of 600mA. With a compact design and IP67 rating, it's ideal for aerial inspection, precision agriculture, and environmental monitoring. The module comes in a 42.5mm x 42.5mm x 13.1mm form factor with a 10-pin M12 connector interface. Key specs: 336x256, 30Hz, -40°C to 150°C, 4.5V to 5.5V, 600mA, IP67.",https://www.arrow.com/en/products/thermal_imagers_flr_a336_640_syn,1457.49,/images/Thermal_Imagers_FLR_A336_640_SYN.jpg
Thermal Management,Heat Sinks,Wakefield-Vette 60x60x20mm Extruded Aluminum Profile Heatsink,"The Wakefield-Vette WV-ESA6020-SYN is an extruded aluminum profile heatsink with a size of 60x60x20mm, designed to provide efficient heat dissipation for a wide range of applications. This heatsink is made of aluminum alloy 6063-T5 with a thermal conductivity of 237 W/mK and a maximum operating temperature of 150°C. The heatsink features a smooth surface finish and is suitable for mounting TO-220, TO-247, and D2PAK packages. Typical applications include power amplifiers, motor controls, and DC-DC converters. The heatsink is a complete, ready-to-use module with a compact footprint. Key specs: 60x60x20mm, 237 W/mK thermal conductivity, 150°C max operating temperature, smooth surface finish, aluminum alloy 6063-T5.",https://www.arrow.com/en/products/heat_sinks_wv_esa6020_syn,5.23,/images/Heat_Sinks_WV_ESA6020_SYN.jpg
"Boxes, Enclosures and Racks","Box, Enclosure and Rack","OKW IP65 Polycarbonate Wall Box, 3.25 x 2.25 x 5.25 in.","The OKW IP65 polycarbonate wall box is a protective enclosure designed for mounting on a wall to house electrical components. It features a secure snap-lock closure and a hinged door for easy access. The enclosure is impact resistant and suitable for use in a variety of applications including industrial control systems, building automation, and security systems. It can be used indoors or outdoors in harsh environments and is available in a range of sizes. This model measures 3.25 x 2.25 x 5.25 inches. The wall box has a temperature range of -20°C to 80°C and a maximum relative humidity of 90%. Key specs: IP65, 3.25 x 2.25 x 5.25 in., polycarbonate, hinged door.",https://www.arrow.com/en/products/box_enclosure_and_rack_okw_bx_wp36syn,18.75,/images/Box_Enclosure_and_Rack_OKW_BX_WP36SYN.jpg
LEDs and LED Lighting,"LED Light Bars, Arrays and Bar Graphs","Banner Engineering Linear LED Light Bar, 24V, 120lm, White","The Banner Engineering LEX120-WH-SYN is a 24V linear LED light bar providing 120 lumens of white light, with a typical current consumption of 200mA and a tolerance of ±10%. Operating frequency is 50/60Hz. The LED bar operates in temperatures ranging from -20°C to 60°C. It is commonly used in applications such as machine lighting and workstations. The LED light bar is a self-contained module with a compact design and is easily mounted with M3 screws. Key specs: 24V, 120lm, 200mA, ±10% tolerance, 50/60Hz, -20°C to 60°C.",https://www.arrow.com/en/products/led_light_bars_arrays_and_bar_graphs_lex120_wh_syn,36.45,/images/LED_Light_Bars_Arrays_and_Bar_Graphs_LEX120_WH_SYN.jpg
Power Supplies,Uninterruptible Power Supply Systems - UPS,CyberPower CP1000AVRLCD 1000VA Desktop Line-Interactive UPS,"The CyberPower CP1000AVRLCD is a 1000VA desktop line-interactive UPS with an output voltage of 120V and frequency of 60Hz, featuring automatic voltage regulation to stabilize output voltage within 3% tolerance, with a backup runtime of up to 11 minutes at half load, designed to protect critical equipment such as computers and network servers, also suitable for home office equipment, housed in a compact desktop form factor with an LCD display and USB ports. Key specs: 1000VA, 120V, 60Hz, 3% tolerance, 11 minutes backup runtime.",https://www.arrow.com/en/products/uninterruptible_power_supply_systems_ups_cp1000syn_1,265.00,/images/Uninterruptible_Power_Supply_Systems_UPS_CP1000SYN_1.jpg
Test and Measurement,Bench Power Supplies,"BK Precision 9119A-B Triple-Output Linear Bench Power Supply, 30V, 3A, 0.01% Acc.","The BK Precision 9119A-B is a triple-output linear bench power supply designed to deliver clean and stable DC power for a wide range of applications. The supply features three isolated outputs, each with a maximum voltage rating of 30V and a maximum current rating of 3A, with a high accuracy of 0.01%. The supply operates at a frequency of 50/60Hz and has a temperature range of 0°C to 40°C. Typical applications include laboratory research, product development, and educational settings. The supply is housed in a compact, 3U-high enclosure with a front-panel interface featuring rotary controls, LED displays, and binding posts. Key specs: 30V, 3A, 0.01% accuracy, 50/60Hz, 3U-high enclosure.",https://www.arrow.com/en/products/bench_power_supplies_bk9119a_syn,878.00,/images/Bench_Power_Supplies_BK9119A_SYN.jpg
Embedded Controllers and Systems,Single Board Computers - SBCs,"Hardkernel ODROID-XU Industrial Fanless Box PC, Quad-core 2GHz ARM Cortex-A15/A7, 2GB RAM, Linux","The ODROID-XU is an industrial fanless box PC from Hardkernel, powered by a quad-core 2GHz ARM Cortex-A15/A7 processor and 2GB of RAM, making it a suitable solution for demanding applications such as industrial automation and edge computing, with a power consumption of 4.5W at 5V and an operating temperature range of 0°C to 40°C, this compact system is ideal for IoT applications and digital signage, housed in a rugged aluminum enclosure with a compact size of 83 x 56 x 27mm Key specs: Quad-core 2GHz ARM Cortex-A15/A7, 2GB RAM, Linux, 5V, 0°C to 40°C.",https://www.arrow.com/en/products/single_board_computers_sbcs_od_xu_2g_syn,101.50,/images/Single_Board_Computers_SBCs_OD_XU_2G_SYN.jpg
Displays,TFT Modules,4D Systems 4.3-inch Sunlight-Readable TFT Display Module SYN-4080,"The 4D Systems 4.3-inch Sunlight-Readable TFT Display Module is a 4.3-inch 480x272 pixels TFT display with a high brightness of 1000cd/m², making it suitable for outdoor use. Operating voltage ranges from 4.5V to 5.5V with a typical current consumption of 300mA. The module features a resistive touchscreen interface and a 24-bit RGB interface. It is commonly used in industrial control panels and handheld devices. The module is housed in a compact 105mm x 86mm x 16mm package. Key specs: 4.3-inch, 480x272 pixels, 1000cd/m², 4.5-5.5V, 300mA, 24-bit RGB interface.",https://www.arrow.com/en/products/tft_modules_4ds_tft43_syn,104.99,/images/TFT_Modules_4DS_TFT43_SYN.jpg
LEDs and LED Lighting,Lighting Fixtures,"Cree Lighting 35W, 4000K, Outdoor LED Floodlight, Integrated Driver, 12-24VDC","The CLR-OFLD-35W-SYN is a 35W, 4000K outdoor LED floodlight with an integrated driver, operating from 12-24VDC, with a current tolerance of +/-10% and a frequency of 50/60Hz, designed for use in security and area lighting applications, featuring a rugged IP67-rated housing and a compact form factor of 6.1 inches x 4.3 inches x 3.1 inches Key specs: 35W, 4000K, 12-24VDC, Integrated Driver, IP67-rated.",https://www.arrow.com/en/products/lighting_fixtures_clr_ofld_35w_syn,112.50,/images/Lighting_Fixtures_CLR_OFLD_35W_SYN.jpg
Embedded Controllers and Systems,Single Board Computers - SBCs,"Raspberry Pi Edge AI SBC with NPU, 2.5W, Linux, 4GB RAM, 64GB eMMC","The Raspberry Pi Edge AI SBC with NPU is a high-performance single-board computer designed for edge AI applications, featuring a quad-core Cortex-A72 CPU and a Neural Processing Unit for machine learning acceleration, operating at 1.5 GHz with a 2.5W power consumption, powered by a 5V DC input with a tolerance of 5%, and supported by a Linux operating system, 4GB of LPDDR4 RAM, and 64GB of eMMC storage, with typical applications including AI-powered robots and industrial automation, and housed in a 85 x 56mm form-factor with a microSD card slot, HDMI, USB, and gigabit Ethernet ports. Key specs: 1.5GHz quad-core Cortex-A72, 2.5W, 5V, 5% tolerance, NPU, 4GB LPDDR4 RAM, 64GB eMMC.",https://www.arrow.com/en/products/single_board_computers_sbcs_rp_xp_npu_4g_64g_syn,172.39,/images/Single_Board_Computers_SBCs_RP_XP_NPU_4G_64G_SYN.jpg
